#syr
1986
#eyr
2012
#nage
12
#linf
125
#vbk
0.4
#wa
0.00003
#wb
3
#nlbin
40
#minbin
2.5
#stepbin
2.5
#cpue
290.801 281.485 172.033 144.628 180.184 151.28 97.2401 172.291 86.2758 94.9757 134.474 140.435 110.207 87.589 101.327 94.006 90.203 109.671 127.845 88.4439 107.973 83.8845 90.0763 79.2452 104.167 133.731 108.521
#catch
113314 78894.6 64862.9 58866.7 53272.4 50445.1 49264 45099.3 40213.3 38545 40391.7 41940.4 40854.7 39634.1 38965.2 38428.1 38890.3 39355.8 39625.6 40906.4 40597.1 36709.3 32535.9 30609.1 30788.3 32430.1 35496.5
#proportions at length 
2.03358e-14 2.30998e-11 7.06768e-09 1.32782e-06 5.83591e-05 0.00214919 0.0123511 0.0341589 0.0370652 0.025029 0.0150411 0.0183695 0.0844049 0.0599926 0.0767635 0.0812769 0.080535 0.0358862 0.0559252 0.054173 0.0871753 0.0574768 0.0451961 0.0424315 0.0304529 0.0224197 0.019342 0.00995419 0.00634257 0.00410586 0.00133549 0.00033779 0.000155923 5.74951e-05 2.38085e-05 7.81647e-06 2.76765e-06 6.91268e-07 8.10767e-08 1.67398e-08
4.03535e-14 4.87792e-11 1.4985e-08 2.81667e-06 0.000123807 0.0045594 0.0261994 0.0724169 0.0782511 0.050393 0.0193834 0.015811 0.0715349 0.0514789 0.0676483 0.0749331 0.0776069 0.0349527 0.0531349 0.0490551 0.0742693 0.0460246 0.0343456 0.0310367 0.0217355 0.0157926 0.0135622 0.00698781 0.00447248 0.0029125 0.00095317 0.000242442 0.00011243 4.16023e-05 1.72673e-05 5.6759e-06 2.01027e-06 5.0185e-07 5.87975e-08 1.21222e-08
2.72867e-14 3.12342e-11 9.55284e-09 1.79456e-06 7.8871e-05 0.00290459 0.0166928 0.0461729 0.050153 0.0342493 0.0222465 0.0282172 0.12825 0.0885695 0.105982 0.0975436 0.0787592 0.0297567 0.04268 0.0391808 0.0592353 0.0361318 0.0261013 0.022602 0.0151452 0.0105844 0.00881961 0.00445068 0.00281281 0.00182009 0.000594505 0.000151358 7.0377e-05 2.61323e-05 1.08866e-05 3.59108e-06 1.27577e-06 3.19277e-07 3.7475e-08 7.73514e-09
3.16239e-14 3.72198e-11 1.14131e-08 2.14479e-06 9.42702e-05 0.00347168 0.0199501 0.0551571 0.0597102 0.0392771 0.0189738 0.0198993 0.0916159 0.0663622 0.088159 0.0987457 0.10162 0.0439628 0.0619414 0.0511442 0.0672154 0.0358538 0.0234361 0.0190542 0.0122529 0.00828024 0.0066817 0.00326984 0.00201053 0.00127176 0.000408258 0.000102676 4.7368e-05 1.75125e-05 7.28327e-06 2.40295e-06 8.54924e-07 2.14437e-07 2.52369e-08 5.22389e-09
3.59495e-14 4.26757e-11 1.30909e-08 2.46017e-06 0.000108133 0.00398219 0.0228836 0.0632666 0.0684802 0.0449749 0.0213661 0.0219501 0.0996547 0.0701844 0.0879915 0.0895088 0.0840092 0.0357 0.0531908 0.0481857 0.0696311 0.0394601 0.0258209 0.0198869 0.0117573 0.00727551 0.00544038 0.00250923 0.00147584 0.000902334 0.000281869 6.93017e-05 3.13725e-05 1.14203e-05 4.69156e-06 1.53348e-06 5.41931e-07 1.3532e-07 1.58833e-08 3.28372e-09
3.64918e-14 4.32275e-11 1.32568e-08 2.49126e-06 0.000109498 0.00403249 0.0231729 0.0640693 0.0693719 0.0457323 0.0225096 0.02383 0.108218 0.0759738 0.0944417 0.0940657 0.0849284 0.0344521 0.0491555 0.0428996 0.0605028 0.0342156 0.0228536 0.0181596 0.0110053 0.00684094 0.00500847 0.00221278 0.00123134 0.000710612 0.000210529 4.94891e-05 2.1602e-05 7.63815e-06 3.06548e-06 9.83194e-07 3.42102e-07 8.43364e-08 9.79584e-09 2.00818e-09
2.36047e-14 2.65818e-11 8.12259e-09 1.52573e-06 6.70549e-05 0.00246944 0.0141922 0.0392596 0.0426714 0.0293487 0.020006 0.026106 0.119812 0.0843792 0.105584 0.106458 0.0974543 0.0396732 0.0559949 0.0477821 0.0653041 0.0356557 0.0230871 0.017961 0.0107775 0.00669341 0.00491809 0.00217787 0.00120658 0.000686255 0.000198231 4.50387e-05 1.89032e-05 6.41776e-06 2.47726e-06 7.66922e-07 2.58723e-07 6.21165e-08 7.05513e-09 1.41916e-09
3.36831e-14 4.00206e-11 1.22811e-08 2.30815e-06 0.000101452 0.00373617 0.0214695 0.059351 0.0641956 0.0418167 0.0183233 0.0175429 0.0806608 0.0588836 0.0795982 0.0921072 0.0989739 0.0446809 0.0656549 0.0566984 0.0775963 0.0421054 0.0268844 0.0204959 0.0120163 0.00729599 0.00525956 0.00229651 0.00126046 0.000712381 0.000204612 4.61435e-05 1.91526e-05 6.40018e-06 2.41983e-06 7.30733e-07 2.39754e-07 5.59024e-08 6.16596e-09 1.20581e-09
3.50581e-14 4.14652e-11 1.27152e-08 2.38946e-06 0.000105024 0.0038677 0.022226 0.0614523 0.0665458 0.043925 0.0218672 0.0233411 0.105781 0.0738778 0.0908796 0.0890572 0.0797297 0.0330714 0.0496611 0.0461725 0.0690286 0.04051 0.0272915 0.021378 0.0126218 0.00762135 0.0054255 0.00233158 0.00125853 0.000700231 0.000198398 4.42399e-05 1.81936e-05 6.03168e-06 2.26327e-06 6.77859e-07 2.20261e-07 5.07581e-08 5.52047e-09 1.06211e-09
4.42345e-14 5.3235e-11 1.63441e-08 3.07187e-06 0.000135022 0.00497243 0.0285734 0.0789875 0.0854205 0.05553 0.0237698 0.0220358 0.0995453 0.0701465 0.087923 0.0889083 0.0816325 0.0332763 0.0470304 0.0403733 0.0560481 0.031457 0.0211043 0.0170027 0.0104799 0.00660379 0.00485949 0.00213117 0.00115987 0.000644676 0.000181378 4.00323e-05 1.62763e-05 5.33563e-06 1.98148e-06 5.88073e-07 1.89582e-07 4.33875e-08 4.68938e-09 8.96789e-10
